ID,:LABEL,name,family,synonyms,taxid
TRY-GTA7-1,Gene,tRNA-Tyr (anticodon GTA) 7-1,Cytoplasmic transfer RNAs,"100009601,,,,HG984084",9606
PIRC22,Gene,piwi-interacting RNA cluster 22,Piwi-interacting RNA clusters,"100313850,,,,",9606
ZNF74,Gene,zinc finger protein 74,Zinc fingers C2H2-type,"7625,ENSG00000185252,OTTHUMG00000150687,uc010gsm.5,X71623",9606
ITIH3,Gene,inter-alpha-trypsin inhibitor heavy chain 3,Inter-alpha-trypsin inhibitor heavy chains,"3699,ENSG00000162267,OTTHUMG00000158956,uc003dfv.3,",9606
DIS3,Gene,"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease","""Exosome complex|Endoribonucleases""","22894,ENSG00000083520,OTTHUMG00000017070,uc001vix.6,AB023225",9606
CELF5,Gene,CUGBP Elav-like family member 5,RNA binding motif containing,"60680,ENSG00000161082,OTTHUMG00000180693,uc002lxm.4,AF248649",9606
MPRIP,Gene,myosin phosphatase Rho interacting protein,Pleckstrin homology domain containing,"23164,ENSG00000133030,OTTHUMG00000059276,uc002gqu.3,BC014102",9606
KRT18P58,Gene,keratin 18 pseudogene 58,,"644030,ENSG00000254831,OTTHUMG00000165375,,",9606
MIR1248,Gene,microRNA 1248,MicroRNAs,"100302143,ENSG00000283958,,uc062rfa.1,",9606
USP17L9P,Gene,"ubiquitin specific peptidase 17 like family member 9, pseudogene",,"391627,ENSG00000251694,OTTHUMG00000160188,,D38378",9606
OR9M1P,Gene,"olfactory receptor family 9 subfamily M member 1, pseudogene","Olfactory receptors, family 9","81153,ENSG00000186124,OTTHUMG00000154234,,",9606
NOBOX,Gene,NOBOX oogenesis homeobox,PRD class homeoboxes and pseudogenes,"135935,ENSG00000106410,OTTHUMG00000158051,uc064iya.1,",9606
NME1P1,Gene,NME/NM23 nucleoside diphosphate kinase 1 pseudogene 1,,"100874501,ENSG00000237175,OTTHUMG00000016549,,",9606
ERVFRD-1,Gene,"endogenous retrovirus group FRD member 1, envelope",,"405754,ENSG00000244476,OTTHUMG00000159193,uc003mzt.4,""AK075092|AK123938|AY358244""",9606
LINC00613,Gene,long intergenic non-protein coding RNA 613,Long intergenic non-protein coding RNAs,"100507528,ENSG00000248330,OTTHUMG00000161224,uc032txr.2,AW237894",9606
MIR7158,Gene,microRNA 7158,MicroRNAs,"102465693,ENSG00000276733,,,",9606
CELF4,Gene,CUGBP Elav-like family member 4,RNA binding motif containing,"56853,ENSG00000101489,OTTHUMG00000178178,uc002lae.3,AF248651",9606
OR2V1,Gene,olfactory receptor family 2 subfamily V member 1,"Olfactory receptors, family 2","26693,ENSG00000185372,OTTHUMG00000162118,uc031smg.1,AB065465",9606
RPS2P40,Gene,ribosomal protein S2 pseudogene 40,,"91561,,,,",9606
FAM91A3P,Gene,"family with sequence similarity 91 member A3, pseudogene",,"729182,ENSG00000242352,OTTHUMG00000041566,,",9606
RPL10AP5,Gene,ribosomal protein L10a pseudogene 5,,"645998,ENSG00000235467,OTTHUMG00000039858,,",9606
HSPA8P14,Gene,heat shock protein family A (Hsp70) member 8 pseudogene 14,,"642580,ENSG00000257539,OTTHUMG00000169549,,",9606
LINC00448,Gene,long intergenic non-protein coding RNA 448,Long intergenic non-protein coding RNAs,"100874176,ENSG00000228669,OTTHUMG00000017019,uc058xjh.1,",9606
NDUFA3P4,Gene,NADH:ubiquinone oxidoreductase subunit A3 pseudogene 4,,"106480806,ENSG00000259262,OTTHUMG00000172360,,",9606
EEF1B2P7,Gene,eukaryotic translation elongation factor 1 beta 2 pseudogene 7,,"100421756,ENSG00000213055,OTTHUMG00000153290,,",9606
PFN4,Gene,profilin family member 4,Profilins,"375189,ENSG00000176732,OTTHUMG00000090816,uc002rfa.2,BC029523",9606
HMGN1P28,Gene,high mobility group nucleosome binding domain 1 pseudogene 28,,"100874464,ENSG00000254114,OTTHUMG00000163587,,",9606
SERTAD4-AS1,Gene,SERTAD4 antisense RNA 1,Antisense RNAs,"574036,ENSG00000203706,OTTHUMG00000036392,uc001hhx.6,BC066352",9606
LINC00537,Gene,long intergenic non-protein coding RNA 537,Long intergenic non-protein coding RNAs,"203274,,,,BC110369",9606
MEG9,Gene,maternally expressed 9,Long non-coding RNAs with non-systematic symbols,"100507257,ENSG00000223403,OTTHUMG00000029067,uc001yjz.3,""AK094562|AK021527""",9606
IARS1,Gene,isoleucyl-tRNA synthetase 1,"""Aminoacyl tRNA synthetases, Class I|MicroRNA protein coding host genes|Small nucleolar RNA protein coding host genes""","3376,ENSG00000196305,OTTHUMG00000020219,uc004art.4,AB209234",9606
OR10AG1,Gene,olfactory receptor family 10 subfamily AG member 1,"Olfactory receptors, family 10","282770,ENSG00000174970,OTTHUMG00000166824,uc010rit.2,AB065594",9606
PABPC1P11,Gene,poly(A) binding protein cytoplasmic 1 pseudogene 11,,"100421058,ENSG00000228810,OTTHUMG00000019600,,",9606
RAB11B-AS1,Gene,RAB11B antisense RNA 1,Antisense RNAs,"100507567,ENSG00000269386,OTTHUMG00000182274,uc002mjt.5,BC014506",9606
RNA5SP208,Gene,"RNA, 5S ribosomal pseudogene 208",,"100873468,ENSG00000251965,,uc063pjh.1,",9606
RNU6-783P,Gene,"RNA, U6 small nuclear 783, pseudogene",,"106479912,ENSG00000252519,,,",9606
RPL36AP35,Gene,ribosomal protein L36a pseudogene 35,,"100271610,ENSG00000231810,OTTHUMG00000020460,,",9606
H4C9,Gene,H4 clustered histone 9,H4 histones,"8294,ENSG00000276180,OTTHUMG00000014471,uc003niy.2,AB000905",9606
LINC02687,Gene,long intergenic non-protein coding RNA 2687,Long intergenic non-protein coding RNAs,"399886,ENSG00000255267,,,",9606
TP53TG3F,Gene,TP53 target 3 family member F,,"102724127,ENSG00000278848,OTTHUMG00000189349,,",9606
TLE3,Gene,"TLE family member 3, transcriptional corepressor","""WD repeat domain containing|Wnt enhanceosome complex|TLE family|MicroRNA protein coding host genes""","7090,ENSG00000140332,OTTHUMG00000172121,uc002asm.4,M99438",9606
LINC02151,Gene,long intergenic non-protein coding RNA 2151,Long intergenic non-protein coding RNAs,"109729162,ENSG00000236437,OTTHUMG00000045137,,",9606
CALCA,Gene,calcitonin related polypeptide alpha,Neuropeptides,"796,ENSG00000110680,OTTHUMG00000159731,uc001mlt.2,""X00356|M64486""",9606
KRT35,Gene,keratin 35,"Keratins, type I","3886,ENSG00000197079,OTTHUMG00000133425,uc002hws.4,X90762",9606
DENND1C,Gene,DENN domain containing 1C,DENN domain containing,"79958,ENSG00000205744,OTTHUMG00000180853,uc002mfe.4,AL713770",9606
MCHR1,Gene,melanin concentrating hormone receptor 1,Melanin concentrating hormone receptors,"2847,ENSG00000128285,OTTHUMG00000150256,uc003ayz.4,",9606
RNASE7,Gene,ribonuclease A family member 7,Ribonuclease A family,"84659,ENSG00000165799,OTTHUMG00000171358,uc001vzk.4,AJ131212",9606
SPTY2D1,Gene,SPT2 chromatin protein domain containing 1,,"144108,ENSG00000179119,OTTHUMG00000167733,uc001moy.4,BX647798",9606
CCNK,Gene,cyclin K,"""Cyclins|P-TEFb complex subunits""","8812,ENSG00000090061,OTTHUMG00000171495,uc001ygi.5,AF060515",9606
RN7SL8P,Gene,"RNA, 7SL, cytoplasmic 8, pseudogene",,"6034,ENSG00000243352,,uc064gss.1,X04255",9606
CHUK,Gene,component of inhibitor of nuclear factor kappa B kinase complex,"""I kappa B kinases|IKK complex""","1147,ENSG00000213341,OTTHUMG00000018899,uc001kqp.4,AF009225",9606
CFAP46,Gene,cilia and flagella associated protein 46,"""Tetratricopeptide repeat domain containing|Cilia and flagella associated""","54777,ENSG00000171811,OTTHUMG00000019292,,BC034223",9606
L3MBTL2-AS1,Gene,L3MBTL2 antisense RNA 1,Antisense RNAs,"100506544,ENSG00000235513,OTTHUMG00000150943,,",9606
HOXB-AS2,Gene,HOXB cluster antisense RNA 2,Antisense RNAs,"100874350,ENSG00000239552,OTTHUMG00000159921,uc060gvu.1,""DA447098|BF999536""",9606
LINC00476,Gene,long intergenic non-protein coding RNA 476,Long intergenic non-protein coding RNAs,"100128782,ENSG00000175611,OTTHUMG00000020286,uc064unj.1,AK092137",9606
RIPK4,Gene,receptor interacting serine/threonine kinase 4,"""Ankyrin repeat domain containing|MicroRNA protein coding host genes""","54101,ENSG00000183421,OTTHUMG00000086770,uc002yzn.2,AJ278016",9606
ARF4P4,Gene,ADP ribosylation factor 4 pseudogene 4,,"100129023,ENSG00000231222,OTTHUMG00000017143,,",9606
CNN2P6,Gene,calponin 2 pseudogene 6,,"339897,ENSG00000213854,OTTHUMG00000155812,,",9606
MAGOH,Gene,"mago homolog, exon junction complex subunit","""Exon junction complex|Spliceosomal P complex""","4116,ENSG00000162385,OTTHUMG00000008932,uc001cvf.2,AF035940",9606
RPPH1,Gene,ribonuclease P RNA component H1,,"85495,ENSG00000277209,OTTHUMG00000170789,uc001vxa.2,X15624",9606
LMO7DN,Gene,LMO7 downstream neighbor,,"729420,ENSG00000178734,OTTHUMG00000187426,,AK092698",9606
RNU6-171P,Gene,"RNA, U6 small nuclear 171, pseudogene",,"106481230,ENSG00000207082,,,",9606
GATB,Gene,glutamyl-tRNA amidotransferase subunit B,Glutamyl-tRNA amidotransferase subunits,"5188,ENSG00000059691,OTTHUMG00000161672,,AF026851",9606
SAMD13,Gene,sterile alpha motif domain containing 13,Sterile alpha motif domain containing,"148418,ENSG00000203943,OTTHUMG00000009859,uc001djr.3,",9606
P2RY11,Gene,purinergic receptor P2Y11,P2Y receptors,"5032,ENSG00000244165,OTTHUMG00000150166,uc002mnc.4,AF030335",9606
SNHG19,Gene,small nucleolar RNA host gene 19,Small nucleolar RNA non-coding host genes,"100507303,ENSG00000260260,OTTHUMG00000177010,,",9606
GLIPR1L1,Gene,GLIPR1 like 1,GLIPR family ,"256710,ENSG00000173401,OTTHUMG00000169755,uc001sxn.4,BC014603",9606
C4orf19,Gene,chromosome 4 open reading frame 19,,"55286,ENSG00000154274,OTTHUMG00000128580,uc003gsw.5,BC037906",9606
FERMT3,Gene,fermitin family member 3,"""Fermitins|Pleckstrin homology domain containing|FERM domain containing""","83706,ENSG00000149781,OTTHUMG00000167790,uc001nym.3,L25343",9606
IGKV2D-40,Gene,immunoglobulin kappa variable 2D-40,Immunoglobulin kappa locus at 2p11.2,"28878,ENSG00000251039,OTTHUMG00000159963,uc061lrh.1,X59311",9606
CCT6P3,Gene,chaperonin containing TCP1 subunit 6 pseudogene 3,Small nucleolar RNA non-coding host genes,"643180,ENSG00000234585,OTTHUMG00000156630,,",9606
MAGEA4-AS1,Gene,MAGEA4 antisense RNA 1,Antisense RNAs,"105373368,ENSG00000229967,,,",9606
C3orf80,Gene,chromosome 3 open reading frame 80,,"401097,ENSG00000180044,OTTHUMG00000158950,uc021xgp.2,",9606
FAM71F1,Gene,family with sequence similarity 71 member F1,,"84691,ENSG00000135248,OTTHUMG00000158276,uc003vno.3,AF367470",9606
HIGD1AP14,Gene,HIG1 hypoxia inducible domain family member 1A pseudogene 14,,"100874455,ENSG00000248785,OTTHUMG00000161106,,",9606
RN7SKP264,Gene,RN7SK pseudogene 264,,"106479213,ENSG00000223012,,uc064ubt.1,",9606
WDR86-AS1,Gene,WDR86 antisense RNA 1,Antisense RNAs,"100131176,ENSG00000243836,OTTHUMG00000157360,uc033apx.2,AK095986",9606
PKIA-AS1,Gene,PKIA antisense RNA 1,Antisense RNAs,"101927003,ENSG00000254266,OTTHUMG00000164617,,BC036404",9606
CYP4F8,Gene,cytochrome P450 family 4 subfamily F member 8,Cytochrome P450 family 4,"11283,ENSG00000186526,OTTHUMG00000182386,uc032hoh.2,AF133298",9606
MIR6510,Gene,microRNA 6510,MicroRNAs,"102466658,ENSG00000283796,,,",9606
RNU6-714P,Gene,"RNA, U6 small nuclear 714, pseudogene",,"106480603,ENSG00000252772,,,",9606
RNA5SP422,Gene,"RNA, 5S ribosomal pseudogene 422",,"100873673,ENSG00000252587,,uc059tti.1,",9606
RNU6-551P,Gene,"RNA, U6 small nuclear 551, pseudogene",,"106479811,ENSG00000252470,,,",9606
ELF1,Gene,E74 like ETS transcription factor 1,ETS transcription factor family,"1997,ENSG00000120690,OTTHUMG00000016783,uc001uxs.4,M82882",9606
CANX,Gene,calnexin,,"821,ENSG00000127022,OTTHUMG00000130910,uc003mkl.4,L18887",9606
SNORD65,Gene,"small nucleolar RNA, C/D box 65","Small nucleolar RNAs, C/D box","692106,ENSG00000277512,,uc063bek.1,AC093484",9606
SLC1A7,Gene,solute carrier family 1 member 7,Solute carriers,"6512,ENSG00000162383,OTTHUMG00000008937,uc001cuy.5,U76362",9606
FLNA,Gene,filamin A,Filamins,"2316,ENSG00000196924,OTTHUMG00000022712,uc010nuu.1,X70082",9606
RNU6-721P,Gene,"RNA, U6 small nuclear 721, pseudogene",,"106481774,ENSG00000222087,,,",9606
BORCS6,Gene,BLOC-1 related complex subunit 6,BLOC-1 related complex subunits,"54785,ENSG00000196544,OTTHUMG00000153930,,BC018880",9606
HDGFP1,Gene,heparin binding growth factor pseudogene 1,,"474167,ENSG00000227183,OTTHUMG00000022415,,AL109853",9606
RNU7-194P,Gene,"RNA, U7 small nuclear 194 pseudogene",,"106480834,ENSG00000238721,,uc063adt.1,",9606
TMUB2,Gene,transmembrane and ubiquitin like domain containing 2,,"79089,ENSG00000168591,OTTHUMG00000181811,uc002ifp.4,",9606
PIRC78,Gene,piwi-interacting RNA cluster 78,Piwi-interacting RNA clusters,"100313869,,,,",9606
RNU6-991P,Gene,"RNA, U6 small nuclear 991, pseudogene",,"106480004,ENSG00000251977,,,",9606
PALB2,Gene,partner and localizer of BRCA2,"""WD repeat domain containing|FA complementation groups""","79728,ENSG00000083093,OTTHUMG00000177097,uc002dlx.2,",9606
MEP1AP3,Gene,meprin A subunit alpha pseudogene 3,,"389747,,,,",9606
SLC6A12-AS1,Gene,SLC6A12 antisense RNA 1,Antisense RNAs,"101929384,ENSG00000256577,OTTHUMG00000168005,,",9606
PACRG-AS1,Gene,PACRG antisense RNA 1,Antisense RNAs,"285796,ENSG00000281692,OTTHUMG00000189584,uc011egh.3,",9606
GSTO1,Gene,glutathione S-transferase omega 1,Soluble glutathione S-transferases,"9446,ENSG00000148834,OTTHUMG00000019001,uc001kya.4,AF212303",9606
ZNF786,Gene,zinc finger protein 786,Zinc fingers C2H2-type,"136051,ENSG00000197362,OTTHUMG00000158975,uc003wfh.3,""AK095701|AL834510""",9606
ZNF29P,Gene,"zinc finger protein 29, pseudogene",,"7577,ENSG00000108452,OTTHUMG00000059142,,X52357",9606
ZNF217,Gene,zinc finger protein 217,Zinc fingers C2H2-type,"7764,ENSG00000171940,OTTHUMG00000032764,uc002xwq.5,AF041259",9606
GUCA1C,Gene,guanylate cyclase activator 1C,EF-hand domain containing,"9626,ENSG00000138472,OTTHUMG00000159204,uc003dxj.3,AF110002",9606
RNU4-55P,Gene,"RNA, U4 small nuclear 55, pseudogene",,"106481189,ENSG00000222663,,uc058gyw.1,",9606
GNE,Gene,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,,"10020,ENSG00000159921,OTTHUMG00000019899,uc010mlh.5,AF051852",9606
C11orf52,Gene,chromosome 11 open reading frame 52,,"91894,ENSG00000149300,OTTHUMG00000166888,uc058hgo.1,AK057948",9606
MMS19,Gene,"MMS19 homolog, cytosolic iron-sulfur assembly component","""Cytosolic iron-sulfur assembly components|Nucleotide excision repair|Armadillo like helical domain containing""","64210,ENSG00000155229,OTTHUMG00000018857,uc001knt.5,AF007151",9606
SART3,Gene,"spliceosome associated factor 3, U4/U6 recycling protein",RNA binding motif containing,"9733,ENSG00000075856,OTTHUMG00000169449,uc001tmz.2,AB020880",9606
RPS24P11,Gene,ribosomal protein S24 pseudogene 11,,"100128519,,,,",9606
DBH-AS1,Gene,DBH antisense RNA 1,Antisense RNAs,"138948,ENSG00000225756,OTTHUMG00000020877,uc031tfk.3,AF129263",9606
GNAQP1,Gene,G protein subunit alpha q pseudogene 1,,"2777,ENSG00000214077,OTTHUMG00000153563,,U40037",9606
RN7SL568P,Gene,"RNA, 7SL, cytoplasmic 568, pseudogene",,"106479429,ENSG00000239703,,uc059jnf.1,",9606
NMB,Gene,neuromedin B,,"4828,ENSG00000197696,OTTHUMG00000148666,uc002bkz.4,",9606
CDY1B,Gene,chromodomain Y-linked 1B,,"253175,ENSG00000172352,OTTHUMG00000045037,uc004fwa.4,",9606
ST13P15,Gene,"ST13, Hsp70 interacting protein pseudogene 15",,"100422603,ENSG00000243759,OTTHUMG00000159381,,",9606
DUX4L24,Gene,double homeobox 4 like 24 (pseudogene),PRD class homeoboxes and pseudogenes,"102723449,ENSG00000274599,OTTHUMG00000189293,,",9606
MORC4,Gene,MORC family CW-type zinc finger 4,Zinc fingers CW-type,"79710,ENSG00000133131,OTTHUMG00000022155,uc004emu.4,AK021627",9606
TRIM60,Gene,tripartite motif containing 60,"""Ring finger proteins|Tripartite motif containing""","166655,ENSG00000176979,OTTHUMG00000161262,uc003iqy.2,AK093201",9606
ZNF474-AS1,Gene,ZNF474 antisense RNA 1,Antisense RNAs,"107986445,ENSG00000249610,OTTHUMG00000162971,,",9606
IQCF5-AS1,Gene,IQCF5 antisense RNA 1,Antisense RNAs,"101928999,ENSG00000235455,OTTHUMG00000156912,uc032rnu.1,",9606
RPS20P14,Gene,ribosomal protein S20 pseudogene 14,,"440992,ENSG00000223803,OTTHUMG00000156517,,",9606
LINC02011,Gene,long intergenic non-protein coding RNA 2011,Long intergenic non-protein coding RNAs,"152274,ENSG00000260902,OTTHUMG00000175698,,AK056398",9606
ASB15-AS1,Gene,ASB15 antisense RNA 1,Antisense RNAs,"102724555,ENSG00000230442,OTTHUMG00000157115,,",9606
GGT4P,Gene,gamma-glutamyltransferase 4 pseudogene,Gamma-glutamyltransferases,"643171,ENSG00000280208,OTTHUMG00000189382,,",9606
CICP15,Gene,capicua transcriptional repressor pseudogene 15,,"100507648,ENSG00000274553,,,",9606
OR1P1,Gene,olfactory receptor family 1 subfamily P member 1 (gene/pseudogene),"Olfactory receptors, family 1","8391,ENSG00000262085,OTTHUMG00000177731,,AF087927",9606
ELP5,Gene,elongator acetyltransferase complex subunit 5,Elongator acetyltransferase complex ,"23587,ENSG00000170291,OTTHUMG00000177974,uc002gfg.2,BC002762",9606
ARPC2,Gene,actin related protein 2/3 complex subunit 2,Actin related protein 2/3 complex subunits,"10109,ENSG00000163466,OTTHUMG00000133618,uc002vhd.4,AF006085",9606
ARPC1BP1,Gene,ARPC1B pseudogene 1,,"100288663,ENSG00000213081,,,",9606
ZNF75BP,Gene,"zinc finger protein 75B, pseudogene",,"7628,ENSG00000258212,OTTHUMG00000169428,,X91827",9606
CPB2,Gene,carboxypeptidase B2,M14 carboxypeptidases,"1361,ENSG00000080618,OTTHUMG00000016867,uc001vaw.4,M75106",9606
SCARNA15,Gene,small Cajal body-specific RNA 15,Small Cajal body-specific RNAs,"677778,ENSG00000277864,,uc061xcp.1,AJ609485",9606
TRAPPC2P4,Gene,trafficking protein particle complex 2 pseudogene 4,,"27194,ENSG00000232914,OTTHUMG00000045261,,AC007965",9606
MAPK10-AS1,Gene,MAPK10 antisense RNA 1,Antisense RNAs,"101929064,ENSG00000250062,OTTHUMG00000161054,,",9606
KDSR-DT,Gene,KDSR divergent transcript,Divergent transcripts,"118827811,ENSG00000267390,,,",9606
RAPSN,Gene,receptor associated protein of the synapse,Ring finger proteins,"5913,ENSG00000165917,OTTHUMG00000166891,uc001nfi.2,",9606
FGFBP2,Gene,fibroblast growth factor binding protein 2,,"83888,ENSG00000137441,OTTHUMG00000128513,uc003gon.4,AB021123",9606
HCN2,Gene,hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2,Cyclic nucleotide gated channels,"610,ENSG00000099822,OTTHUMG00000180590,uc002lpe.3,AF064877",9606
RPL23AP73,Gene,ribosomal protein L23a pseudogene 73,,"100271625,ENSG00000244283,OTTHUMG00000157675,,",9606
EWSAT1,Gene,Ewing sarcoma associated transcript 1,Long non-coding RNAs with non-systematic symbols,"283673,ENSG00000212766,OTTHUMG00000133319,,AK091087",9606
FLVCR2,Gene,FLVCR heme transporter 2,"""Solute carriers|MicroRNA protein coding host genes""","55640,ENSG00000119686,OTTHUMG00000171487,uc001xrs.3,AK000378",9606
RPL26P5,Gene,ribosomal protein L26 pseudogene 5,,"654386,,,,",9606
MIR4646,Gene,microRNA 4646,MicroRNAs,"100616230,ENSG00000266776,,uc021zrw.1,",9606
VN1R7P,Gene,vomeronasal 1 receptor 7 pseudogene,Vomeronasal receptors,"100132759,ENSG00000275592,OTTHUMG00000188302,,AF253314",9606
TMEM185B,Gene,transmembrane protein 185B,,"79134,ENSG00000226479,OTTHUMG00000154402,uc002tmj.3,AK024632",9606
TERF2,Gene,telomeric repeat binding factor 2,"""Myb/SANT domain containing|Shelterin complex""","7014,ENSG00000132604,OTTHUMG00000137566,uc002exd.5,",9606
SETD6,Gene,"SET domain containing 6, protein lysine methyltransferase",SET domain containing,"79918,ENSG00000103037,OTTHUMG00000150276,uc002enr.4,AK024801",9606
TBC1D3P3,Gene,TBC1 domain family member 3 pseudogene 3,,"653017,ENSG00000235203,OTTHUMG00000130732,,",9606
RN7SL785P,Gene,"RNA, 7SL, cytoplasmic 785, pseudogene",,"106480532,ENSG00000266158,,uc064yvi.1,",9606
LINC02427,Gene,long intergenic non-protein coding RNA 2427,Long intergenic non-protein coding RNAs,"105377585,ENSG00000271538,OTTHUMG00000185265,,",9606
LPAR6,Gene,lysophosphatidic acid receptor 6,Lysophosphatidic acid receptors,"10161,ENSG00000139679,OTTHUMG00000016895,uc001vcf.4,AF000546",9606
OR13A1,Gene,olfactory receptor family 13 subfamily A member 1,"Olfactory receptors, family 13","79290,ENSG00000256574,OTTHUMG00000018080,uc001jcc.1,AB065728",9606
CENPIP1,Gene,centromere protein I pseudogene 1,,"100419337,ENSG00000224778,OTTHUMG00000016482,,",9606
RNU6ATAC25P,Gene,"RNA, U6atac small nuclear 25, pseudogene",,"106480384,ENSG00000221725,,uc059wsd.1,",9606
NOVA1,Gene,NOVA alternative splicing regulator 1,,"4857,ENSG00000139910,OTTHUMG00000029385,uc001wpy.4,U04840",9606
LRRC34,Gene,leucine rich repeat containing 34,,"151827,ENSG00000171757,OTTHUMG00000164419,uc003ffx.4,AK095125",9606
GLIDR,Gene,glioblastoma down-regulated RNA,Long non-coding RNAs with non-systematic symbols,"389741,ENSG00000278175,OTTHUMG00000189744,,AK092305",9606
MRPL20-AS1,Gene,MRPL20 antisense RNA 1,Antisense RNAs,"148413,ENSG00000224870,OTTHUMG00000002908,,",9606
ATG101,Gene,autophagy related 101,Autophagy related,"60673,ENSG00000123395,OTTHUMG00000169611,,AF218031",9606
LRR1,Gene,leucine rich repeat protein 1,Cyclophilin peptidylprolyl isomerases,"122769,ENSG00000165501,OTTHUMG00000140273,uc001wwn.3,BC030142",9606
RNA5SP269,Gene,"RNA, 5S ribosomal pseudogene 269",,"100873522,ENSG00000239184,,uc022avo.1,",9606
SLC6A14P3,Gene,SLC6A14 pseudogene 3,,"100422417,ENSG00000236655,,,",9606
CCT4P2,Gene,chaperonin containing TCP1 subunit 4 pseudogene 2,,"100131638,ENSG00000225569,OTTHUMG00000021713,,",9606
LENG8,Gene,leukocyte receptor cluster member 8,,"114823,ENSG00000167615,OTTHUMG00000065548,uc032iea.2,AF211975",9606
ELOCP6,Gene,elongin C pseudogene 6,,"100462867,ENSG00000225740,OTTHUMG00000041651,,",9606
HERC2P6,Gene,hect domain and RLD 2 pseudogene 6,,"8918,ENSG00000261418,OTTHUMG00000176416,,",9606
RNU6-491P,Gene,"RNA, U6 small nuclear 491, pseudogene",,"106479784,ENSG00000251908,,,",9606
RPL31P23,Gene,ribosomal protein L31 pseudogene 23,,"391581,,,,",9606
FBXL15,Gene,F-box and leucine rich repeat protein 15,F-box and leucine rich repeat proteins,"79176,ENSG00000107872,OTTHUMG00000018957,uc001kvk.2,BC036120",9606
ARHGAP36,Gene,Rho GTPase activating protein 36,Rho GTPase activating proteins,"158763,ENSG00000147256,OTTHUMG00000022402,uc004evz.5,",9606
CCAR1,Gene,cell division cycle and apoptosis regulator 1,"""Spliceosomal A complex|MicroRNA protein coding host genes|Small nucleolar RNA protein coding host genes""","55749,ENSG00000060339,OTTHUMG00000018361,uc001joo.5,AY249140",9606
NPM1P8,Gene,nucleophosmin 1 pseudogene 8,,"100130233,ENSG00000236285,OTTHUMG00000021333,,",9606
RNU6-1216P,Gene,"RNA, U6 small nuclear 1216, pseudogene",,"106480098,ENSG00000199460,,,",9606
AOX3P,Gene,"aldehyde oxidase 3, pseudogene",,"107126360,ENSG00000244301,OTTHUMG00000154534,,",9606
RAD51-AS1,Gene,RAD51 antisense RNA 1,Antisense RNAs,"100505648,ENSG00000245849,OTTHUMG00000166119,,AK125393",9606
ZNF726P1,Gene,zinc finger protein 726 pseudogene 1,,"7618,,,,M88376",9606
ZSWIM7,Gene,zinc finger SWIM-type containing 7,Zinc fingers SWIM-type,"125150,ENSG00000214941,OTTHUMG00000059308,uc002gpf.4,AK093384",9606
RPL27AP3,Gene,ribosomal protein L27a pseudogene 3,,"100271298,ENSG00000236667,,,",9606
FRMPD2B,Gene,"FERM and PDZ domain containing 2B, pseudogene",PDZ domain containing,"728798,ENSG00000150175,OTTHUMG00000018093,,",9606
RPL9P19,Gene,ribosomal protein L9 pseudogene 19,,"100129634,,,,",9606
OR7H1P,Gene,olfactory receptor family 7 subfamily H member 1 pseudogene,"Olfactory receptors, family 7","390886,ENSG00000226480,OTTHUMG00000154386,,AF399427",9606
WASH2P,Gene,"WASP family homolog 2, pseudogene",Wiskott-Aldrich Syndrome protein family,"375260,ENSG00000146556,OTTHUMG00000047822,,",9606
CBX3P9,Gene,chromobox 3 pseudogene 9,,"644101,ENSG00000217241,OTTHUMG00000015436,,",9606
RNU6-48P,Gene,"RNA, U6 small nuclear 48, pseudogene",,"100887744,ENSG00000206888,,,",9606
SNORD151,Gene,"small nucleolar RNA, C/D box 151","Small nucleolar RNAs, C/D box","109623468,,,,",9606
TM4SF18,Gene,transmembrane 4 L six family member 18,,"116441,ENSG00000163762,OTTHUMG00000159582,uc003exa.3,BC014339",9606
SLC5A4-AS1,Gene,SLC5A4 antisense RNA 1,Antisense RNAs,"110806273,ENSG00000242082,OTTHUMG00000150008,,",9606
COPS5P2,Gene,COP9 signalosome subunit 5 pseudogene 2,,"112268476,ENSG00000270445,OTTHUMG00000184772,,",9606
MIR648,Gene,microRNA 648,MicroRNAs,"693233,ENSG00000207780,,uc021wks.1,",9606
TUBBP2,Gene,tubulin beta pseudogene 2,,"647000,ENSG00000214222,OTTHUMG00000016794,,",9606
LINC00324,Gene,long intergenic non-protein coding RNA 324,Long intergenic non-protein coding RNAs,"284029,ENSG00000178977,OTTHUMG00000132866,uc002gkp.5,AK092109",9606
SPIN3,Gene,spindlin family member 3,"""Tudor domain containing|Spindlin family""","169981,ENSG00000204271,OTTHUMG00000021677,uc004dux.2,AL832091",9606
PPP4R2,Gene,protein phosphatase 4 regulatory subunit 2,Protein phosphatase 4 regulatory subunits,"151987,ENSG00000163605,OTTHUMG00000158816,uc003dph.2,AJ271448",9606
TMEM250,Gene,transmembrane protein 250,,"90120,ENSG00000238227,OTTHUMG00000020922,uc004cgx.6,",9606
FREM1,Gene,FRAS1 related extracellular matrix 1,C-type lectin domain containing,"158326,ENSG00000164946,OTTHUMG00000019575,uc003zlm.3,AK058190",9606
GTPBP3,Gene,"GTP binding protein 3, mitochondrial",,"84705,ENSG00000130299,OTTHUMG00000182766,uc002ngg.5,AF360742",9606
